gvkey,conm,price_2019,price_2020,price_2021,price_2022,price_2023,price_2024,eps_2019,eps_2020,eps_2021,eps_2022,eps_2023,eps_2024
346501,JUNO MINERALS LIMITED,NA,NA,0.15,0.1,0.075,0.031,NA,NA,-0.013,-0.0065,-0.0718,-0.004
259077,JUPITER ENERGY LTD,0.011,0.043,0.045,0.025,0.018,0.027,-0.0582,-0.2761,4e-4,-0.0751,0.0617,0.0015
272236,JUPITER MINES LTD,0.28,0.29,0.22,0.21,NA,0.175,NA,NA,NA,NA,NA,NA
253330,JV GLOBAL LTD,0.0015,NA,NA,NA,NA,NA,-1e-4,NA,NA,NA,NA,NA
208239,K&S CORP LTD,1.82,1.29,1.7,1.925,2.46,3.52,0.0185,0.0894,0.1407,0.1341,0.2118,0.2282
334059,K-TIG LTD,NA,0.245,0.39,0.14,0.3625,0.3625,NA,-0.0697,-0.0276,-0.0343,-0.0801,-0.0157
271320,K2 ENERGY LTD,0.006,0.022,0.02,0.018,0.01,NA,-2e-4,6e-4,0.0111,-0.0087,-0.0013,NA
288470,K2FLY LTD,0.175,0.36,0.285,0.19,0.082,0.1875,NA,NA,NA,NA,NA,NA
209626,KAIROS MINERALS LTD,0.014,0.059,0.03,0.031,0.022,0.013,-0.0128,-0.0013,-0.0024,-0.0023,-8e-4,-5e-4
337332,KAISER REEF LTD,NA,0.41,0.205,0.155,0.18,0.16,NA,-0.0273,-0.1863,-0.017,0.0082,-0.0324
324105,KALAMAZOO RESOURCE,0.285,0.69,0.34,0.2,0.1,0.078,0.0129,-0.03,-0.0034,-0.0099,-0.0223,-0.0215
350725,KALGOORLIE GOLD MINING LTD,NA,NA,NA,0.13,0.029,0.023,NA,NA,NA,-0.0142,-0.0111,-0.0482
253620,KALINA POWER LTD,0.023,0.027,0.03,0.017,0.008,0.016,-0.0096,-0.0057,-0.0073,-0.0034,-0.0031,-0.0021
323185,KALIUM LAKES LTD,0.495,0.14,0.21,0.045,0.025,7.2674,-0.0615,-0.0471,-7e-4,-0.0345,NA,-0.0388
272237,KALNORTH GOLD MINES LTD,0.008,0.013,0.013,NA,NA,NA,-9e-4,-0.001,0.0137,-3e-4,-0.0012,NA
271311,KAROON ENERGY LTD,1.155,0.77,1.555,1.82,2.64,NA,-0.1156,-0.2873,0.0079,-0.1159,0.2899,NA
284464,KASBAH RESOURCES LTD,0.041,0.015,NA,NA,NA,NA,-0.0565,-0.0294,-0.0075,-0.0066,-0.0085,-0.018
296282,KAZAKHSTAN POTASH CORP LTD,0.02,NA,NA,NA,NA,NA,-0.0301,NA,NA,NA,NA,NA
117116,KAZIA THERAPEUTICS LIMITED,0.57,0.96,1.565,0.1825,0.165,0.4299,NA,NA,NA,NA,NA,NA
324817,KELLY PARTNERS GRO,1,1.23,3.34,5,4.21,7.65,0.0535,0.0884,0.1025,0.1236,0.0873,0.0737
316292,KELSIAN GROUP LIMITED,3.71,5.55,8.9,4.83,5.73,4.13,0.2124,-0.082,0.1731,0.2423,0.0907,0.2147
336868,KEMAO INDUSTRIES LTD,0.61,0.61,NA,0.57,0.57,NA,NA,-0.1018,-0.0728,0.0118,-0.019,NA
284465,KEY PETROLEUM LTD,0.006,0.005,0.003,0.0015,0.0015,0.001,-6e-4,-1e-4,-0.0011,-6e-4,2e-4,-5e-4
272603,KGL RESOURCES LTD,0.11,0.75,0.415,0.285,0.125,0.097,-0.0083,-0.0039,-0.0061,-0.0041,-0.0052,-0.0047
275290,KILAND LTD,2.53,0.9,1.19,1.3,1.915,NA,0.0047,-0.602,-0.4602,-0.0576,-0.1287,NA
351461,KILLI RESOURCES LIMITED,NA,NA,NA,0.155,0.055,0.175,NA,NA,NA,-0.0809,-0.0754,-0.0169
320332,KINATICO LIMITED,0.145,0.115,0.18,0.097,0.097,0.11,-0.0042,-0.0043,-0.003,-0.0035,6e-4,0.0019
298404,KINETIKO ENERGY LTD,0.02,0.078,0.096,0.0935,0.11,0.095,-0.0046,-0.005,-0.003,-0.0093,-0.0058,-0.0043
286231,KING RIVER RESOURCES LTD,0.034,0.033,0.027,0.015,0.0095,0.009,-7e-4,-9e-4,-6e-4,-0.002,0.0024,0.0013
345409,KINGFISHER MINING LTD,NA,NA,0.19,NA,0.185,0.086,NA,NA,-0.0349,NA,-0.0433,-0.0347
202929,KINGSGATE CONSOLIDATED LTD,0.42,0.855,1.58,1.57,1.21,1.39,0.037,-0.1084,-0.04,-0.0561,0.0206,0.775
353300,KINGSLAND MINERALS LTD,NA,NA,NA,0.18,0.235,0.22,NA,NA,NA,-0.049,-0.0535,-0.0574
287624,KINGSROSE MINING LIMITED,0.031,0.038,0.048,0.052,0.048,0.037,-0.0196,0.027,-0.0091,-0.0145,-0.003,-0.0039
204081,KINGSTON RESOURCES LTD,0.02,0.24,0.2,0.088,0.08,0.086,-0.0018,-0.0042,-0.0076,-0.0067,0.0237,-0.0014
327728,KINGWEST RESOURCES,0.27,0.135,0.14,0.037,NA,NA,-0.0212,-0.0534,-0.0127,-0.0077,NA,NA
258440,KIP MCGRATH EDUCATION CENTRE,0.98,1.195,1.05,0.785,0.615,0.43,0.0589,0.0346,0.0333,0.0347,0.034,0.0232
293245,KMD BRANDS LIMITED,3.14,1.17,1.59,1.08,0.83,0.44,0.255,0.0165,0.089,0.0507,0.0494,-0.0699
253362,KNEOMEDIA LTD,0.039,0.017,0.016,0.02,0.003,0.002,-0.0054,-0.0042,-0.0029,-0.0027,-0.0016,-0.0011
320334,KNOSYS LTD,0.105,0.093,0.145,0.083,0.041,0.049,-0.0056,-0.0062,-0.0032,-0.0143,-0.0102,9e-4
321860,KOGAN.COM LTD,6.07,20.18,10.99,3.05,5.26,5.14,0.1836,0.2852,0.0334,-0.3318,-0.2402,8e-4
253546,KOLLAKORN CORPORATION LTD,0.015,0.015,NA,NA,NA,NA,-0.02,-0.0159,NA,NA,NA,NA
253465,KONEKT LTD,0.26,NA,NA,NA,NA,NA,0.0154,NA,NA,NA,NA,NA
350174,KOONENBERRY GOLD LTD,NA,NA,0.165,0.08,0.045,0.011,NA,NA,NA,-0.0157,-0.013,-0.0086
273957,KORAB RESOURCES LTD,0.021,0.016,0.02,0.032,0.018,0.008,-0.0018,-8e-4,-0.0016,-0.0017,-0.0037,-0.0025
203485,KORVEST LTD,3.1,4.2,5.47,7.15,8.45,10.37,0.2586,0.3583,0.5353,0.9903,0.9667,0.9468
315812,KRAKATOA RESOURCES LTD,0.025,0.1,0.072,0.068,0.022,0.012,-0.0063,-0.0147,-0.0138,-0.0143,-0.01,-0.0071
101702,KRESTA HOLDINGS LTD,NA,NA,NA,NA,NA,NA,0.0101,NA,NA,NA,NA,NA
295876,KULA GOLD LTD,0.037,0.049,0.048,0.016,0.0075,NA,2e-4,-0.0053,-0.0087,-0.0064,-0.0069,NA
349824,KUNIKO LTD,NA,NA,2.06,0.47,0.26,NA,NA,NA,NA,-0.044,-0.0682,NA
324060,KYCKR LTD,0.225,0.077,0.046,0.079,NA,NA,-0.0409,-0.0221,-0.0162,-0.012,NA,NA
326703,L1 LONG SHORT FUND,NA,NA,NA,NA,NA,NA,-0.0743,-0.0327,0.8272,0.2316,0.266,0.2749
005302,LABYRINTH RESOURCES LIMITED,0.115,0.021,0.034,0.02,0.006,0.017,-0.0014,-0.0011,-0.0075,-0.0091,-0.0068,-0.0028
201616,LACHLAN STAR LTD,0.007,0.014,0.032,0.014,0.009,0.115,-6e-4,-6e-4,-8e-4,-3e-4,-3e-4,-0.0097
253610,LAKE RESOURCES NL,0.042,0.06,0.615,0.895,0.18,0.041,-0.0097,-0.0087,-0.0035,-0.0051,-0.0326,-0.0352
203545,LAKES BLUE ENERGY NL,0.0015,0.0015,0.0015,0.001,0.001,1,-1e-4,0,-1e-4,-4e-4,-1e-4,-0.0071
271153,LAND AND HOMES GROUP LTD,0.009,0.008,0.013,0.014,0.01,0.007,NA,NA,NA,NA,NA,NA
256407,LANTHANEIN RESOURCES LIMITED,0.013,0.016,0.018,0.038,0.008,0.004,-0.0018,-0.0016,-0.0016,-0.0029,-8e-4,5e-4
259069,LARK DISTILLING CO LTD,0.032,1.35,4.85,2.13,1.47,1,-0.0028,-0.0234,0.0566,-0.0066,-0.0651,-0.0605
350989,LARVOTTO RESOURCES LTD,NA,NA,0.22,0.155,0.069,NA,NA,NA,-0.0667,-0.0339,-0.0754,NA
287890,LASERBOND LIMITED,0.765,0.6,0.94,0.8,0.845,0.64,0.0299,0.0294,0.0296,0.0353,0.0434,0.0314
318876,LATAM AUTOS LTD,0.016,NA,NA,NA,NA,NA,-0.0263,-0.0102,-0.0285,NA,NA,NA
295427,LATIN RESOURCES LTD,0.003,0.047,0.094,0.12,0.185,NA,-0.0366,-0.0019,-0.0031,-0.004,-0.0078,NA
287617,LATITUDE 66 LTD,0.009,0.008,0.005,0.004,0.0025,NA,-1e-4,-0.0055,-5e-4,-5e-4,-2e-4,NA
253607,LATROBE MAGNESIUM LTD,0.011,0.026,0.029,0.078,0.044,0.032,-0.0012,-0.0016,-0.0018,-0.0022,-0.0015,-0.0026
333391,LCL RESOURCES LTD,0.024,0.145,0.12,0.031,0.011,NA,-0.0248,-0.0112,-0.01,-0.0166,-0.0398,NA
248120,LEAF RESOURCES LTD,0.039,0.019,NA,NA,NA,NA,-0.0234,-0.0029,NA,NA,NA,NA
356031,LEEUWIN METALS LTD,NA,NA,NA,NA,0.25,0.084,NA,NA,NA,NA,-0.0249,-0.0965
289368,LEGACY IRON ORE,0.002,0.013,0.018,0.02,0.012,NA,-4e-4,-1e-4,-2e-4,3e-4,-0.0015,NA
349740,LEGACY MINERALS HOLDINGS LTD,NA,NA,0.205,0.15,0.175,0.225,NA,NA,NA,-0.0295,-0.0119,-0.0051
253605,LEGEND MINING NL,0.105,0.125,0.073,0.051,0.013,NA,-2e-4,-4e-4,0,-5e-4,-0.0017,NA
353144,LEO LITHIUM LIMITED,NA,NA,NA,0.52,0.505,NA,NA,NA,NA,0.0637,-0.0014,NA
248123,LEPIDICO LTD,0.016,0.007,0.023,0.022,0.0105,0.003,-0.0016,-0.0022,1e-4,-0.0013,-6e-4,-8e-4
354283,LGI LIMITED,NA,NA,NA,NA,2.12,2.79,NA,NA,NA,NA,0.0766,0.0755
349868,LI-S ENERGY LTD,NA,NA,2.07,0.53,0.21,0.115,NA,NA,NA,-0.0099,-0.0052,-0.0073
010991,LIGHT & WONDER INC,9.7,38.52,58.75,60.05,102.09,NA,-1.4,-6.02,0.06,-2.09,1.79,NA
354813,LIGHTNING MINERALS LTD,NA,NA,NA,NA,0.12,0.072,NA,NA,NA,NA,-0.0646,-0.0626
282971,LINCOLN MINERALS LTD,0.006,0.008,0.008,0.008,0.006,0.006,-0.0016,-0.0015,-0.0016,-0.0035,-0.0036,-0.0015
247737,LINDIAN RESOURCES LTD,0.015,0.024,0.032,0.325,0.215,0.105,-0.0021,-0.0035,-0.0021,-0.0015,-0.0083,-0.0042
249501,LINDSAY AUSTRALIA LTD,0.36,0.345,0.375,0.595,1.115,0.91,0.03,0.0178,0.0042,0.0639,0.114,0.0875
298427,LINIUS TECHNOLOGIES LTD,0.038,0.028,0.024,0.003,0.0025,0.0015,-0.0121,-0.0067,-0.0042,-0.0052,-0.0019,-0.001
253617,LION ENERGY LTD,0.017,0.028,0.05,0.034,0.03,NA,-0.0038,-0.0036,-0.0068,-0.0064,-0.0033,NA
279488,LIONHUB GROUP LTD,0.003,NA,NA,NA,NA,NA,-9e-4,NA,NA,NA,NA,NA
282142,LIONTOWN RESOURCES LTD,0.098,0.185,1.44,1.49,2.94,0.805,-0.0103,-0.0077,-0.0059,0.0198,-0.0101,-0.0276
271276,LIQUEFIED NATURAL GAS LTD,0.25,NA,NA,NA,NA,NA,-0.0587,NA,NA,NA,NA,NA
360487,LITCHFIELD MINERALS LIMITED,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
347663,LITHIUM ENERGY LIMITED,NA,NA,0.615,0.705,0.6,0.325,NA,NA,-0.0431,-0.0288,-0.1267,-0.0478
352750,LITHIUM PLUS MINERALS LTD,NA,NA,NA,0.605,0.47,0.115,NA,NA,NA,-0.0119,-0.0188,-0.0167
321869,LITHIUM POWER INTERNATIONAL,0.325,0.175,0.325,0.54,0.36,NA,-0.0387,-0.0494,-0.0209,-0.0381,0.0032,NA
311483,LITHIUM UNIVERSE LIMITED,0.005,0.013,0.0045,0.0015,0.02,NA,-0.004,-0.0022,-0.002,-0.001,-0.016,NA
337102,LITTLE GREEN PHARMA LTD,NA,0.275,0.7,0.155,0.095,NA,NA,-0.0728,0.1601,-0.0343,-0.0272,NA
345545,LIVE VERDURE LTD,NA,NA,0.395,0.22,0.34,0.57,NA,NA,-0.0719,-0.0716,-0.0387,-0.1149
321793,LIVEHIRE LTD,0.29,0.3,0.365,0.21,0.069,0.045,-0.0503,-0.0488,-0.0279,-0.0406,-0.0452,-0.0251
242607,LIVETILES LTD,0.37,0.195,0.13,0.0545,0.01,NA,-0.0775,-0.04,-0.0345,-9e-4,-0.0369,NA
290357,LIVIUM LTD,0.045,0.053,0.12,0.056,0.034,0.021,-0.0251,-0.0153,-0.0245,-0.0205,-0.0061,-0.0088
040702,LOCAFY LTD,NA,NA,NA,0.3901,7.15,NA,NA,NA,-0.04,-0.17,-2.46,NA
313560,LOCALITY PLANNING ENERGY HOL,0.72,0.25,0.185,0.06,0.045,0.13,-0.0435,-0.144,0.0146,0.0572,-0.0683,0.0112
348776,LOCKSLEY RESOURCES LIMITED,NA,NA,0.185,0.067,0.04,0.025,NA,NA,NA,-0.0499,-0.0249,-0.0154
347634,LODE RESOURCES LTD,NA,NA,0.13,0.13,0.115,0.1,NA,NA,NA,-0.0121,-0.0116,-0.0109
288225,LODESTAR MINERALS LTD,0.01,0.012,0.009,0.006,0.006,0.001,-0.0025,-9e-4,-0.0045,-0.0013,-2e-4,-0.0023
247371,LONESTAR RESOURCES US INC,0.414,NA,NA,NA,NA,NA,-4.48,-12.71,NA,NA,NA,NA
253599,LONGREACH OIL LTD,NA,NA,NA,NA,NA,NA,-0.0016,NA,NA,NA,NA,NA
277182,LORD RESOURCES LIMITED,0.005,0.005,NA,0.28,0.07,0.032,NA,NA,NA,-0.0766,-0.0619,-0.0472
353070,LOTTERY CORPORATION LTD,NA,NA,NA,4.18,4.72,5.12,NA,NA,NA,0.1557,0.119,0.1861
291421,LOTUS RESOURCES LTD,0.053,0.078,0.235,0.225,0.275,0.265,-0.0082,-0.0458,-0.0061,-0.0103,-0.0076,-0.0154
322708,LOVE GROUP GLOBAL LTD,0.087,0.062,0.075,0.072,0.1,0.135,0.0133,0.0184,-0.0147,0.0051,0.005,0.0151
318878,LOVISA HOLDINGS LTD,12.81,8.28,19,21.27,19.34,36,0.3509,0.1056,0.2311,0.5433,0.6325,0.7538
347756,LOYAL LITHIUM LIMITED,NA,NA,0.265,0.32,0.315,NA,NA,NA,-0.0774,-0.1227,-0.0525,NA
359536,LTR PHARMA LIMITED,NA,NA,NA,NA,NA,1.665,NA,NA,NA,NA,NA,NA
282050,LUCAPA DIAMOND CO LTD,0.08,0.064,0.073,0.038,0.115,NA,-0.0067,-0.016,0.0043,-0.0073,-0.0063,NA
277364,LUMIRA ENERGY LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349066,LUMOS DIAGNOSTICS HOLDINGS,NA,NA,0.9,0.06,0.095,0.037,NA,NA,NA,-0.3002,-0.0382,-0.0185
348567,LUNNON METALS LIMITED,NA,NA,0.42,0.87,0.8,0.165,NA,NA,-0.0559,-0.0452,-0.0957,-0.1141
350724,LYCAON RESOURCES LTD,NA,NA,NA,0.31,0.275,0.295,NA,NA,NA,-0.0333,-0.0434,-0.0174
272521,LYCOPODIUM LTD,5.44,4.17,4.43,6.81,9.21,12.3,0.4155,0.2971,0.3573,0.6839,1.1772,1.2761
350562,LYKOS METALS LTD,NA,NA,NA,0.17,0.055,0.024,NA,NA,NA,-0.0195,-0.0412,-0.0165
212658,LYNAS RARE EARTHS LIMITED,2.71,2.32,6.71,7.56,6.79,8.02,0.1204,-0.0279,0.1808,0.5995,0.3405,0.0905
347108,LYNCH GROUP HOLDINGS LTD,NA,NA,3.58,2.57,2,1.68,NA,NA,0.3137,0.1604,0.0814,-0.2134
349209,M3 MINING LTD,NA,NA,0.205,0.145,0.0765,0.039,NA,NA,NA,-0.0382,-0.049,-0.0413
336522,M8 SUSTAINABLE LTD,NA,0.066,0.028,0.006,0.009,0.009,NA,-0.0836,-0.0419,-0.0251,-0.0115,0.0171
345403,MAAS GROUP HOLDINGS LIMITED,NA,NA,5.38,3.16,3.32,4.78,NA,NA,0.1437,0.2142,0.2066,0.2228
295795,MACA LTD,0.96,0.825,0.655,1.075,NA,NA,0.0768,0.0118,0.0767,0.1303,NA,NA
274627,MACH7 TECHNOLOGIES LTD,0.605,1.11,1.05,0.535,0.795,0.555,-0.051,0.001,-0.0399,-0.0175,-0.0044,-0.0331
101597,MACMAHON HOLDINGS LTD,0.205,0.255,0.2,0.15,0.17,0.325,0.0219,0.031,0.0368,0.013,0.0275,0.0253
272793,MACQUARIE MEDIA LTD,1.465,NA,NA,NA,NA,NA,0.0445,NA,NA,NA,NA,NA
232122,MACQUARIE TECHNOLOGY GROUP,23.39,47.26,77.36,59.5,63.4,83.17,0.7799,0.6356,0.5863,0.3929,0.8175,1.3467
248134,MACRO METALS LIMITED,0.048,0.031,0.017,0.004,0.004,0.023,-0.0039,-0.0043,-0.0034,-0.0026,-0.0014,-0.0054
346854,MAD PAWS HOLDINGS LIMITED,NA,NA,0.23,0.13,0.09,0.07,NA,NA,-0.084,-0.0419,-0.0226,-0.0193
333913,MADER GROUP LTD,NA,0.805,1.55,2.94,6.38,4.96,NA,0.0875,0.0967,0.1397,0.1925,0.2521
271310,MAGGIE BEER HOLDINGS LTD,0.165,0.24,0.43,0.3,0.11,0.064,-0.1866,-0.0712,0.008,0.0209,0.0022,-0.0801
324504,MAGMATIC RESOURCES LTD,0.051,0.21,0.1,0.135,0.07,0.063,-0.0177,-0.0302,0.0058,-0.0116,-0.0273,-0.0086
284209,MAGNETIC RESOURCES,0.5,1.13,1.64,0.965,0.8,1.325,-0.0169,-0.0227,-0.0419,-0.0346,-0.0311,-0.0528
276547,MAGNETITE MINES LTD,0.006,0.012,0.025,0.025,0.295,0.19,-0.0018,-3e-4,-6e-4,-0.0011,-0.0703,-0.054
274453,MAGNIS ENERGY TECH LTD,0.185,0.195,0.31,0.37,0.074,NA,-0.0092,-0.0105,-0.0133,-0.0422,-0.0512,NA
253572,MAGNUM MINING & EXPLOR LTD,0.049,0.1,0.072,0.021,0.018,NA,-0.0042,-0.0023,-0.0115,-0.0089,-0.0044,NA
207018,MAGONTEC LTD,0.013,0.021,0.365,0.42,0.34,NA,-0.0012,-6e-4,0.0653,0.2149,0.006,NA
320433,MAINSTREAM GROUP HOLDINGS,0.495,0.69,2.78,NA,NA,NA,-0.0092,0.0042,-0.0825,NA,NA,NA
326731,MAKO GOLD LTD,0.084,0.1,0.087,0.05,0.015,0.009,-0.0176,-0.0174,-0.0063,-0.0039,-0.0035,-0.0017
315120,MALABAR COAL LTD,NA,NA,NA,NA,NA,NA,0.0066,0.0069,0.0031,-0.0021,0.0331,0.0025
287504,MALLEE RESOURCES LIMITED,0.048,0.081,0.7,0.7,NA,NA,-0.0127,-0.008,-0.0024,-0.0161,NA,NA
346177,MAMBA EXPLORATION LIMITED,NA,NA,0.17,0.125,0.047,0.012,NA,NA,-0.0251,-0.0259,-0.0503,-0.0115
319472,MANALTO LTD,0.001,NA,NA,NA,NA,NA,-6e-4,NA,NA,NA,NA,NA
253449,MANDRAKE RESOURCES LTD,0.018,0.071,0.053,0.038,0.04,0.028,-0.1684,-0.0034,-0.0094,-0.0012,-6e-4,-3e-4
290317,MANHATTAN CORP LTD,0.005,0.046,0.012,0.008,0.007,0.0015,-0.0021,-6e-4,-4e-4,-4e-4,-4e-4,-6e-4
253564,MANTLE MINERALS LIMITED,0.002,0.013,0.014,0.0045,0.002,0.0015,-0.0016,-2e-4,-7e-4,-0.001,-5e-4,-4e-4
324495,MANUKA RESOURCES LTD,NA,0.47,0.325,0.135,0.046,0.034,NA,NA,-0.0112,0.0192,-0.0615,-0.0269
352351,MANY PEAKS MINERALS LIMITED,NA,NA,NA,0.225,0.28,0.215,NA,NA,NA,-0.0731,-0.0361,-0.0956
327547,MARLEY SPOON SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287411,MARMOTA LTD,0.028,0.048,0.046,0.0495,0.035,0.0365,-5e-4,-0.0029,-3e-4,-4e-4,-3e-4,-4e-4
352595,MARONAN METALS LIMITED,NA,NA,NA,0.275,0.205,0.22,NA,NA,NA,-0.0584,-0.0616,-0.0303
324115,MARQUEE RESOURCES LTD,0.082,0.07,0.073,0.0575,0.029,0.015,-0.0954,-0.0285,-0.0225,-0.0153,-0.0055,-0.018
321826,MARVEL GOLD LIMITED,0.18,0.058,0.071,0.018,0.009,NA,-0.0973,-0.0717,-0.0203,-0.0117,-0.0082,NA
293250,MATRIX COMPOSITES,0.41,0.15,0.16,0.225,0.27,0.35,-0.0881,-0.6542,-0.2729,-0.0327,0.052,0.0166
272791,MATSA RESOURCES LTD,0.16,0.13,0.056,0.034,0.027,0.033,-0.028,-0.0249,-0.0358,-0.0103,3e-4,-0.0097
274441,MAXIMUS RESOURCES LTD,0.08,0.145,0.084,0.047,0.029,0.045,-0.0138,-0.0184,-0.0089,-0.004,-0.0033,-0.0032
247733,MAXIPARTS LIMITED,0.235,0.23,3.9,2.16,2.81,1.84,-0.0872,-0.1918,0.0307,0.1199,0.1545,0.1072
322903,MAYFIELD CHILDCARE LTD,0.56,0.95,1.365,1.05,0.81,NA,0.1058,0.1172,0.0753,0.0759,-0.022,NA
345557,MAYFIELD GROUP HOLDINGS,NA,NA,0.43,0.3,0.455,0.78,NA,NA,0.0097,-0.0204,0.064,0.0563
285235,MAYNE PHARMA GROUP LTD,0.52,0.39,0.285,0.275,3.25,4.59,-0.1904,-0.0607,-0.1326,-0.16,-3.8618,-2.1178
253638,MC MINING LTD,0.515,0.105,0.12,0.41,0.15,0.145,-0.2372,-0.0855,-0.0769,-0.1265,-0.0146,-0.0353
284934,MCB RESOURES LTD,0.001,0.001,NA,NA,NA,NA,-3e-4,-0.1283,NA,NA,NA,NA
271411,MCMILLAN SHAKESPEARE LTD,16.34,8.21,14.6,12.88,16.11,15.33,0.7702,0.0161,0.7891,0.9091,0.8939,1.2931
100800,MCPHERSONS LTD,2.5,3.04,1.08,0.77,0.43,0.405,0.1302,0.0567,-0.0416,0.0026,-0.0352,-0.0791
313556,MCS SERVICES LTD,0.016,0.021,0.06,0.042,0.02,0.004,-0.0011,0.0017,0.0083,0.0057,-0.0096,0.0036
298143,MEDADVISOR LTD,0.046,0.43,0.3,0.14,0.23,0.425,-0.006,-0.0413,-0.0441,-0.0459,-0.0207,0.0014
345544,MEDALLION METALS LIMITED,NA,NA,0.225,0.175,0.07,0.053,NA,NA,-0.0284,-0.0194,-0.0227,-0.0098
259480,MEDICAL DEV INTL,5.05,5.28,5.18,1.68,0.85,0.44,0.0161,0.0058,-0.1835,-0.1741,-0.0666,-0.475
260395,MEDIGARD LTD,0.02,0.02,NA,NA,NA,NA,-0.0064,NA,NA,NA,NA,NA
320101,MEDLAB CLINICAL LTD,0.45,0.18,0.15,11.04,6.6,6.6,-0.0387,-0.0594,-0.0418,-0.0243,-2.9676,-0.933
251618,MEEKA METALS LIMITED,0.015,0.021,0.046,0.06,0.046,0.061,-0.0049,-0.0012,-0.0071,-0.0033,-0.001,-0.0025
340402,MEGADO MINERALS LIMITED,NA,0.165,0.12,0.043,0.012,NA,NA,-0.0359,-0.0143,-0.068,-0.0063,NA
320968,MEGAPORT LTD,9.09,16.09,16.8,7.79,11.77,7.32,-0.274,-0.3349,-0.3548,-0.3078,-0.0618,0.0604
253552,MELBANA ENERGY LTD,0.011,0.013,0.025,0.075,0.068,0.039,-0.0018,-0.0011,-6e-4,0.0024,-3e-4,0.001
327996,MELODIOL GLOBAL HEALTH LTD,0.059,0.2,0.072,0.0105,0.005,NA,-0.1047,-0.083,-0.0271,-0.0224,-0.0127,NA
284658,MEMPHASYS LTD,0.069,0.1,0.066,0.018,0.013,0.009,-0.0025,-0.0015,-0.002,-0.0027,-0.0035,-0.0032
271607,MESOBLAST LTD,2.14,5.08,1.68,0.78,0.39,1.17,-0.1816,-0.1474,-0.1633,-0.1408,-0.1108,-0.0891
336514,METAL HAWK LTD,NA,NA,0.58,0.18,0.095,0.17,NA,-0.076,-0.0384,-0.025,-0.0271,-0.0473
297191,METALBANK LTD,0.014,0.009,0.009,0.0035,0.039,0.019,-5e-4,-0.0015,-3e-4,-0.001,-0.0261,-0.0063
271316,METALLICA MINERALS LTD,0.013,0.02,0.031,0.042,0.024,NA,-0.0136,-0.0016,-0.0084,-0.0033,-0.0027,NA
248128,METALS AUSTRALIA LTD,0.003,0.0025,0.002,0.043,0.034,0.024,-3e-4,-5e-4,-1e-4,-0.0074,-0.0013,-8e-4
270947,METALS X LTD,0.185,0.07,0.37,0.265,0.355,NA,-0.1717,-0.0945,0.0253,0.1944,0.0161,NA
353308,METALSGROVE MINING LIMITED,NA,NA,NA,0.195,0.12,0.098,NA,NA,NA,NA,-0.0165,-0.0581
323625,METALSTECH LTD,0.016,0.165,0.655,0.405,0.215,0.17,-0.0353,-0.0397,-0.0295,-0.0255,-0.0374,-0.012
294572,METAROCK GROUP LTD,1.19,0.89,0.96,0.315,0.11,0.19,0.071,0.1097,0.0548,-0.1021,-0.4929,0.0695
223097,METCASH LTD,2.71,4.01,4.14,3.6,3.66,NA,-0.0624,0.2339,0.2497,0.2682,0.2579,NA
271279,METEORIC RESOURCES NL,0.059,0.05,0.024,0.013,0.225,0.11,-0.0071,-0.0068,-0.0071,-0.0038,-0.0238,-0.023
271530,METGASCO LTD,0.044,0.026,0.025,0.024,0.012,0.004,-0.0364,-0.0191,-0.0023,-0.008,-0.0016,-0.0121
293464,METRO MINING LTD,0.105,0.059,0.032,0.013,0.038,NA,0.0026,-0.008,-0.0514,-0.0144,-0.0031,NA
205148,MICHAEL HILL INTL LTD,0.61,0.44,0.92,1.31,0.95,0.52,NA,NA,NA,NA,NA,NA
321031,MICRO-X LTD,0.3,0.235,0.33,0.165,0.125,0.067,-0.0663,-0.0435,-0.037,-0.0371,-0.0217,-0.0185
352453,MICROBA LIFE SCIENCES LTD,NA,NA,NA,0.18,0.36,0.185,NA,NA,NA,-0.0514,-0.0403,-0.0486
328627,MIDAS MINERALS LTD,NA,NA,0.165,0.185,0.075,NA,NA,NA,-0.0244,-0.0268,-0.069,NA
296300,MIDDLE ISLAND RESOURCES LTD,0.007,0.016,0.095,0.068,0.024,0.016,-0.0031,-0.0023,-0.0576,-0.0424,-0.0433,-0.0089
322987,MIDWAY LTD,2.56,1.06,1.32,0.88,0.75,0.88,0.306,-0.1376,-0.0614,-0.1485,-0.0299,0.0098
335587,MIGHTY CRAFT LTD,NA,0.39,0.29,0.13,0.023,NA,NA,-0.0876,-0.1044,-0.0557,0.029,NA
347290,MIGHTY KINGDOM LIMITED,NA,NA,0.15,0.033,0.014,0.053,NA,NA,-0.0995,-0.0657,-0.0327,-0.0081
291765,MILLENNIUM LTD,0.046,NA,NA,NA,NA,NA,-0.0027,-0.0011,NA,NA,NA,NA
211561,MILLENNIUM MINERALS LIMITED,NA,NA,NA,NA,NA,NA,-0.154,NA,NA,NA,NA,NA
320750,MILLENNIUM SERVICES GROUP,0.175,0.34,0.59,0.475,0.5,NA,-0.9917,0.3611,0.3766,0.0478,0.0129,NA
