gvkey,conm,price_2019,price_2020,price_2021,price_2022,price_2023,price_2024,eps_2019,eps_2020,eps_2021,eps_2022,eps_2023,eps_2024
295615,MINBOS RESOURCES LTD,0.001,0.0025,0.13,0.099,0.092,NA,-3e-4,-3e-4,-0.0111,-0.0016,-0.0096,NA
253338,MINCOR RESOURCES NL,0.59,0.85,1.33,1.825,NA,NA,-0.0609,-0.0445,-0.0313,-0.031,NA,NA
271318,MINDAX LTD,0.003,0.003,0.051,0.059,0.05,0.045,-9e-4,-6e-4,-8e-4,0.0071,-0.0028,-0.0011
221216,MINERAL COMMODITIES LTD,0.175,0.3,0.12,0.06,0.022,NA,0.0186,0.0324,-0.0068,-0.0207,-0.0135,NA
205194,MINERAL RESOURCES LTD,13.38,24.91,44.81,65.75,67.63,52.04,0.8709,5.3296,6.7318,1.8487,1.2737,0.6396
350671,MINERALS 260 LTD,NA,NA,NA,0.26,0.46,0.13,NA,NA,NA,-0.5431,-0.0586,-0.0329
272243,MINOTAUR EXPLORATION LTD,0.061,0.072,0.098,NA,NA,NA,-0.0144,-0.0088,-0.0059,NA,NA,NA
313553,MINREX RESOURCES LTD,0.01,0.025,0.016,0.044,0.014,0.008,-0.0094,-0.0075,-0.0027,-0.0038,-0.016,-0.004
285605,MINT PAYMENTS LTD,0.021,0.01,NA,NA,NA,NA,-0.0056,-0.0052,-0.0028,-0.0024,-0.0019,NA
340396,MIRAMAR RESOURCES LIMITED,NA,NA,0.2,0.091,0.035,0.007,NA,NA,-0.0239,-0.0237,-0.019,-0.0126
277186,MISSION NEWENERGY LTD,0.036,NA,NA,NA,NA,NA,3e-4,NA,NA,NA,NA,NA
298471,MITCHELL SERVICES LTD,0.057,0.51,0.475,0.37,0.35,0.4,0.01,0.0382,-0.0296,1e-4,0.0343,0.0427
254905,MITHRIL SILVER AND GOLD LTD,0.006,0.028,0.012,0.004,0.002,0.625,-0.004,-0.0055,-8e-4,-2e-4,-7e-4,-0.0399
347481,MLG OZ LIMITED,NA,NA,0.9,0.5,0.56,0.615,NA,NA,0.1196,0.0331,0.0056,0.0747
247757,MMA OFFSHORE LTD,0.19,0.058,0.395,0.69,1.39,NA,-0.0436,-0.1042,0.0088,0.0929,0.348,NA
242978,MOAB MINERALS LTD,0.005,0.006,0.012,0.014,0.01,0.004,-0.0011,-4e-4,-1e-4,-4e-4,-0.0027,-0.0018
324138,MOBILICOM LTD,0.057,0.058,0.044,0.007,1.19,NA,-0.0149,-0.0108,-0.0091,-5e-4,-0.0052,NA
328453,MOHO RESOURCES NL,0.07,0.105,0.064,0.027,0.009,0.007,-0.0346,-0.0276,-0.0231,-0.0142,-0.0082,-0.0134
205248,MOLOPO ENERGY LTD,NA,NA,NA,NA,NA,NA,-0.0079,-0.0095,0.0442,-0.0095,0.0143,NA
242795,MONADELPHOUS GROUP LTD,15.75,10.14,9.11,13.06,14.13,12.91,0.5372,0.3865,0.497,0.5491,0.5585,0.6408
317886,MONASH IVF GROUP LTD,1.065,0.645,0.96,0.905,1.26,1.225,0.0843,0.0455,0.0645,0.0472,0.0561,-0.0168
331537,MONT ROYAL RESOURCES LTD,0.215,0.36,0.4,0.23,0.18,0.053,-0.0369,-0.0316,-0.0186,-0.0389,-0.012,-0.0314
327920,MONTEM RESOURCES LTD,NA,0.16,0.031,0.04,NA,NA,NA,-0.0224,-0.061,-0.0628,0.0228,NA
253485,MOQ LTD,0.2,0.165,0.195,0.073,NA,NA,0.0142,-0.083,-0.0057,-0.0289,NA,NA
253641,MORELLA CORPORATION LIMITED,0.072,0.07,0.07,0.021,0.006,0.029,-0.0139,-0.0358,-0.0044,0,-5e-4,-5e-4
222076,MORETON RESOURCES LTD,0.005,NA,NA,NA,NA,NA,-0.0087,NA,NA,NA,NA,NA
253381,MOSAIC BRANDS LTD,2.94,0.5,0.59,0.275,0.125,NA,0.084,-1.7602,0.0281,-0.1113,0.0018,NA
317432,MOSMAN OIL & GAS LTD,0.0027,0.0017,0.0015,7e-4,2e-4,3e-4,-0.002,-0.005,-5e-4,-6e-4,-4e-4,-2e-4
297802,MOTIO LTD,0.021,0.045,0.075,0.044,0.026,0.026,-0.0104,-5e-4,-0.0105,-0.0152,-0.0069,-0.0078
321581,MOTORCYCLE HOLDINGS LTD,2.1,2.02,3,2.5,2.1,1.675,0.1352,-0.1478,0.4586,0.3746,0.331,0.1915
205282,MOUNT BURGESS MINING NL,0.004,0.007,0.006,0.005,0.003,0.002,-6e-4,-5e-4,-7e-4,-4e-4,-6e-4,-5e-4
247496,MOUNT GIBSON IRON LTD,0.79,0.725,0.48,0.41,0.44,0.335,0.1197,0.0738,0.0546,-0.1455,0.0043,0.0053
271293,MOUNT RIDLEY MINES LTD,0.001,0.002,0.007,0.005,0.0015,0.001,-3e-4,-1e-4,-3e-4,-8e-4,-7e-4,-3e-4
237805,MPOWER GROUP LTD,0.02,0.025,0.061,0.022,0.019,0.009,-0.0442,-0.0157,-0.0137,-0.016,0.0069,-0.0022
298051,MRG METALS LTD,0.008,0.012,0.0105,0.006,0.002,0.0035,-0.0058,-0.0019,-5e-4,-4e-4,-4e-4,-4e-4
324122,MSL SOLUTIONS,0.12,0.066,0.205,0.165,NA,NA,-0.0718,-0.0561,0.0027,0.0023,NA,NA
350036,MT MALCOLM MINES NL,NA,NA,0.15,0.075,0.027,0.037,NA,NA,NA,-0.0179,-0.0156,-0.0091
348993,MTM CRITICAL METALS LIMITED,NA,NA,0.17,0.12,0.037,0.067,NA,NA,NA,-0.03,-0.0268,-0.026
211370,MULTISTACK INTL,0.009,0.03,0.04,0.009,0.005,NA,-0.008,-0.0033,-0.0083,-0.0134,-0.0065,NA
323017,MURRAY RIVER ORGANICS,0.08,0.011,0.245,NA,NA,NA,-0.0364,-0.0388,-0.49,NA,NA,NA
297347,MUSGRAVE MINERALS LTD,0.076,0.505,0.3,0.255,0.39,NA,-0.0037,0.0024,-0.0057,-0.003,-0.0042,NA
351669,MY FOODIE BOX LIMITED,NA,NA,NA,0.076,0.004,NA,NA,NA,NA,-0.0717,-0.0616,NA
289148,MY REWARDS INTERNATIONAL LTD,NA,NA,NA,0.063,0.009,0.009,NA,NA,NA,-0.0394,-0.0225,NA
340212,MYDEAL COM AU LTD,NA,NA,0.715,1.05,NA,NA,NA,NA,-0.025,-0.0599,NA,NA
248802,MYECO GROUP LTD,0.076,0.155,0.295,0.095,0.05,0.018,-0.0153,-0.003,0.0051,-0.0058,-0.0122,-0.0158
293130,MYER HOLDINGS LTD,0.545,0.23,0.54,0.635,0.5,0.905,0.0298,-0.2102,0.0567,0.0597,0.0737,0.0525
278196,"NAGAMBIE RESOURCES LTD",0.064,0.056,0.074,0.083,0.021,0.015,-0.0035,-0.0019,-0.0034,-0.0047,-0.0062,-0.004
245323,"NAMOI COTTON LTD",0.35,0.35,0.5,0.4,0.69,NA,-0.0784,-0.1027,-0.0264,0.0217,0.0337,NA
325685,"NANOLLOSE LTD",0.068,0.072,0.089,0.068,0.05,0.019,-0.0267,-0.0157,-0.0077,-0.0105,-0.009,-0.0072
318463,"NANOPAC INNOVATION LTD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284619,"NANOSONICS LTD",6.31,5.68,6.31,3.46,4.22,3.69,0.0454,0.0337,0.0285,0.0124,0.066,0.0429
328311,"NANOVEU LTD",0.025,0.072,0.033,0.026,0.023,NA,-0.0255,-0.0131,-0.0134,-0.0118,-0.0058,NA
352672,"NARRYER METALS LIMITED",NA,NA,NA,0.155,0.12,0.022,NA,NA,NA,-0.131,-0.0623,-0.0553
014802,"NATIONAL AUSTRALIA BK",24.63,22.6,28.84,30.06,30.7,NA,0.6,0.4,0.71,0.71,0.77,0.79
320172,"NATIONAL VETERINARY CARE LTD",2.44,NA,NA,NA,NA,NA,0.1238,NA,NA,NA,NA,NA
340324,"NATIVE MINERAL RESOURCES HOL",NA,NA,0.23,0.145,0.04,0.02,NA,NA,-0.0494,-0.0496,-0.0329,-0.0189
298148,"NAVARRE MINERALS LTD",0.093,0.16,0.097,0.045,0.019,0.019,-0.0022,-0.0021,-0.005,-0.0028,-0.0046,0.0018
246025,NEARMAP LTD,2.58,2.37,1.895,2.01,NA,NA,-0.0343,-0.0814,-0.0388,-0.062,NA,NA
291380,NELSON RESOURCES LTD,0.059,0.071,0.04,0.014,0.006,0.003,-0.0237,-0.015,-0.0245,-0.0104,-0.0026,-0.0104
253575,NEOMETALS LTD,0.18,0.195,0.855,1.125,0.37,0.125,-0.0414,-0.0267,0.0301,-0.0204,-0.063,-0.0643
214054,NEON CAPITAL LTD,NA,NA,NA,NA,NA,NA,0.1501,NA,NA,NA,NA,NA
296489,NETLINKZ LTD,0.16,0.067,0.02,0.016,0.008,0.003,-0.0133,-0.0126,-0.0099,-0.0026,-0.0034,-0.0039
271829,NEUREN PHARMACEUTICALS LTD,0.99,1.435,3.98,13.5,21.22,NA,-0.108,-0.0859,-0.0662,0.0015,1.2362,NA
272604,NEURIZER LTD,0.22,0.089,0.105,0.135,0.037,0.004,-0.022,-0.0126,-0.0206,-0.0248,-0.0158,-0.0039
253357,NEURIZON THERAPEUTICS LTD,0.15,0.13,0.09,0.075,0.077,0.195,-0.0071,-0.0046,-0.0042,-0.0054,-0.0194,-0.024
327313,NEUROSCIENTIFIC BI,0.245,0.265,0.455,0.089,0.07,0.035,-0.0232,-0.0366,-0.0222,-0.0727,-0.0075,0.0022
322803,NEUROTECH INTERNATIONAL LTD,0.014,0.013,0.049,0.087,0.067,0.06,-0.0406,-0.0111,-0.0151,-0.0048,-0.0098,-0.0056
281423,NEW AGE EXPLORATION LTD,0.004,0.013,0.012,0.008,0.006,0.006,-0.0015,-0.0055,-0.0049,-8e-4,-8e-4,-0.002
296539,NEW CENTURY RESOURCES LTD,0.265,0.145,0.155,1.07,NA,NA,-0.0426,-0.0123,-0.0097,-0.2554,NA,NA
326109,NEW ENERGY SOLAR,1.025,0.78,0.845,0.063,NA,NA,-0.012,-0.224,-0.0661,-0.0727,NA,NA
258444,NEW HOPE CORP LTD,2.13,1.07,2.01,5.65,5.77,4.87,0.2531,-0.1885,0.0953,1.181,1.2597,0.5631
253410,NEW MURCHISON GOLD LIMITED,0.022,0.023,0.017,0.009,0.007,NA,-0.0051,-0.0041,-0.0029,-0.0024,-8e-4,NA
285933,NEW STANDARD ENERGY LIMITED,0.005,NA,NA,NA,NA,NA,-6e-4,-4e-4,-1e-4,NA,NA,NA
274058,NEW WORLD RESOURCES LTD,0.024,0.038,0.069,0.033,0.03,0.021,-0.014,-0.0014,-0.0023,-0.0093,-0.0013,-0.0012
333157,NEW ZEALAND COASTAL SEAFOODS,0.019,0.049,0.01,0.0035,0.002,0.002,NA,-0.0137,-0.0045,-0.0051,-0.002,NA
103084,NEWCREST MINING LTD,34.75,31.24,22.64,16.92,24.52,NA,0.7303,0.8337,1.4252,1.0344,0.8705,NA
314039,NEWFIELD RESOURCES LTD,0.18,0.22,0.44,0.42,0.15,0.089,-0.0111,-0.0171,-0.0196,-0.0103,-0.0135,-0.1555
297237,NEWPEAK METALS LTD,0.004,0.003,0.002,0.001,0.001,0.013,-0.0017,-0.0043,-4e-4,0,6e-4,-0.1244
018043,NEWS CORP,13.92,14.02,23.53,15.11,20.06,26.63,0.27,-2.16,0.56,1.06,0.26,0.47
287633,NEX METALS EXPLORATION LTD,0.011,0.068,0.041,0.035,0.014,0.043,-0.0117,-9e-4,-0.0056,-0.0067,-0.0034,-0.0016
346246,NEXION GROUP LTD,NA,NA,0.21,0.07,0.015,0.02,NA,NA,-0.0511,-0.054,-0.0237,-0.0095
331528,NEXT SCIENCE LTD,1.285,1.33,0.89,0.68,0.325,NA,-0.0865,-0.0636,-0.0475,-0.0603,-0.0695,NA
296254,NEXTDC LTD,6.16,12.28,12.03,8.82,12.39,17.5,-0.0286,-0.1261,-0.0453,0.02,-0.0555,-0.0833
292550,NEXTED GROUP LTD,0.062,0.1,0.13,0.215,0.925,0.11,-0.0265,-0.005,5e-4,-0.0094,0.0165,-0.1411
282852,NEXUS MINERALS LTD,0.044,0.092,0.32,0.205,0.05,0.046,-0.0174,-0.0085,-0.01,-0.0777,-0.028,-0.0085
288304,NGE CAPITAL LTD,0.4,0.58,0.865,0.745,0.99,NA,0.0858,-0.0696,0.2012,-0.0531,0.2475,NA
356294,NGX LIMITED,NA,NA,NA,NA,0.195,0.16,NA,NA,NA,NA,-0.2501,-0.0263
270845,NICK SCALI LTD,7.5,8.52,11.36,9.28,11.08,16.6,0.52,0.5195,1.04,0.925,1.2479,0.9873
327791,NICKEL INDUSTRIES LIMITED,0.685,1.225,1.265,0.9,0.81,NA,0.0495,0.0568,0.0548,0.0593,0.0357,NA
350628,NICKELSEARCH LIMITED,NA,NA,NA,0.14,0.057,0.015,NA,NA,NA,-0.0218,-0.0199,-0.0843
351359,NICO RESOURCES LIMITED,NA,NA,NA,0.54,0.405,0.1,NA,NA,NA,-0.1495,-0.0419,-0.0351
358607,NIDO EDUCATION LIMITED,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,-0.1584,NA
350954,NIMY RESOURCES LTD,NA,NA,NA,0.275,0.185,0.062,NA,NA,NA,-0.0587,-0.0516,-0.0176
314884,NINE ENTERTAINMENT CO HLDGS,1.955,1.745,2.64,1.865,2.05,1.255,0.1619,-0.3075,0.0994,0.1744,0.1088,0.0687
336490,NITRO SOFTWARE LTD,1.18,2.44,1.535,2.19,NA,NA,-0.1084,-0.0399,-0.1103,-0.1495,NA,NA
248799,NIUMINCO GROUP LTD,0.001,0.001,NA,NA,NA,NA,-4e-4,-5e-4,NA,NA,NA,NA
352563,NOBLE HELIUM LIMITED,NA,NA,NA,0.195,0.21,0.05,NA,NA,NA,-0.0199,-0.0115,-0.0127
352352,NORFOLK METALS LIMITED,NA,NA,NA,0.17,0.18,0.105,NA,NA,NA,-0.0586,-0.0234,-0.0177
325657,NORONEX LTD,0.045,0.045,0.135,0.035,0.014,0.016,-0.018,-0.0205,-0.0194,-0.0306,-0.0149,-0.0065
339805,NORTH STAWELL MINERALS LTD,NA,NA,0.315,0.135,0.034,0.018,NA,NA,-0.0188,-0.0168,-0.0155,-0.0145
281532,NORTHERN MINERALS LTD,0.059,0.029,0.043,0.041,0.029,0.02,-0.0467,-0.0204,-0.0019,-0.005,-0.0045,-0.0055
253383,NORWEST ENERGY NL,0.006,0.004,0.029,0.045,NA,NA,-3e-4,-0.0019,-1e-4,-3e-4,NA,NA
329027,NORWEST MINERALS LTD,0.2,0.155,0.075,0.036,0.03,0.022,-0.0461,-0.0159,-0.0166,-0.0086,-0.0058,-0.0033
211365,NORWOOD SYSTEMS LTD,0.004,0.026,0.016,0.016,0.037,0.036,-0.002,-0.0085,-0.0034,-0.0038,-0.0053,-0.0058
249513,NOUMI LIMITED,5.25,3.01,0.495,0.17,0.145,0.125,0.0469,-0.6359,-0.1399,-0.5813,-0.1693,-0.3548
252260,NOVA EYE MEDICAL LTD,0.55,0.33,0.395,0.21,0.195,0.1825,-0.0402,-0.0719,-0.0303,-0.0518,-0.0981,-0.0431
207014,NOVA MINERALS LTD,0.038,0.1,0.12,0.645,0.245,0.135,-0.0034,-0.0043,-0.002,0.1961,-0.0577,-0.077
323979,NOVATTI GROUP LTD,0.2,0.235,0.44,0.175,0.095,0.078,-0.031,-0.064,-0.0516,-0.0512,-0.078,-0.0495
329871,NOVIQTECH LIMITED,0.01,0.033,0.04,0.008,0.006,NA,-0.0507,-0.0163,-0.0056,-0.0045,-0.0025,NA
320806,NOVONIX LTD,0.495,1.03,6.65,1.76,0.86,NA,-0.212,-0.1474,-0.0493,-0.1117,-0.0949,NA
324094,NOXOPHARM LTD,0.395,0.39,0.555,0.18,0.039,0.105,-0.092,-0.002,-0.0354,-0.0641,-0.0515,-0.0122
286001,NRW HOLDINGS LTD,2.32,2.03,1.565,2.38,2.71,3.58,0.0863,0.1821,0.1247,0.2169,0.1901,0.2315
247612,NT MINERALS LTD,0.019,0.061,0.063,0.018,0.009,0.004,-0.0065,-0.0034,-0.005,-0.0021,-0.0026,-0.0019
326181,NTAW HOLDINGS LIMITED,0.405,0.625,1.095,0.72,0.8,0.385,0.0622,0.0442,0.179,0.0765,0.0251,0.0117
259625,NTHN STAR RES LTD,11.04,13.64,8.5,7.83,10.46,15.97,0.2438,0.373,1.1466,0.3698,0.5078,0.5561
279212,NTM GOLD LTD,0.054,0.088,NA,NA,NA,NA,-0.003,-0.002,NA,NA,NA,NA
335567,NUCHEV LIMITED,NA,1.92,0.635,0.255,0.2,0.145,NA,-0.2678,-0.2605,-0.2145,-0.1702,-0.0855
253442,NUCOAL RESOURCES LTD,0.017,0.009,0.009,0.009,0.005,0.005,-9e-4,-7e-4,-7e-4,-5e-4,-6e-4,-4e-4
253371,NUENERGY GAS LTD,0.018,0.012,0.029,0.018,0.031,0.021,-0.0115,-0.0015,0.0045,-0.0013,-7e-4,-5e-4
101613,NUFARM LTD,5.92,3.44,4.85,6.13,5.22,NA,0.0741,-0.9905,0.152,0.2631,0.2626,-0.0679
294132,NUHEARA LTD,0.028,0.048,0.027,0.21,0.155,NA,-0.011,-0.0115,-0.0046,-0.1556,-0.0839,NA
345686,NUIX LIMITED,NA,NA,2.52,0.55,1.425,6.56,NA,NA,-0.0048,-0.0718,-0.0176,0.0155
325072,NUSANTARA RESOURCE,0.23,0.28,NA,NA,NA,NA,-0.0143,-0.0134,NA,NA,NA,NA
321870,NZME LTD,0.184,0.84,1.71,1.06,0.88,NA,-0.8378,0.0736,0.1754,0.1209,0.0695,NA
273228,NZURI COPPER LTD,0.32,NA,NA,NA,NA,NA,-0.0152,NA,NA,NA,NA,NA
293788,OAKAJEE CORP LTD,0.042,0.057,0.057,0.03,0.026,0.01,-0.0116,-0.0053,-0.0059,-0.0059,-0.0054,-0.0074
275011,OAKS HOTELS & RESORTS LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334096,OAR RESOURCES LTD,0.017,0.021,0.0125,0.005,0.004,0.002,NA,-0.003,-0.0012,-0.0019,-3e-4,-0.0023
243008,OBJECTIVE CORP LTD,4.18,12.51,18.44,13.09,10.7,14.61,0.0977,0.1184,0.1716,0.2072,0.222,0.3292
352971,OCEANA LITHIUM LIMITED,NA,NA,NA,0.53,0.225,0.031,NA,NA,NA,NA,-0.0218,-0.0351
293160,OCTANEX LTD,0.008,0.013,0.031,0.019,NA,NA,-0.0176,-0.0217,-0.0012,-0.0233,NA,NA
353606,OCTAVA MINERALS LIMITED,NA,NA,NA,0.175,0.087,0.096,NA,NA,NA,NA,-0.0193,-0.0169
353221,OD6 METALS LIMITED,NA,NA,NA,0.175,0.165,0.044,NA,NA,NA,-0.0337,-0.0132,-0.0041
248811,ODESSA MINERALS LIMITED,0.003,0.003,0.005,0.018,0.0125,0.004,-0.0063,-8e-4,-5e-4,-0.0162,-0.0028,-8e-4
274625,ODYSSEY GOLD LIMITED,0.043,0.043,0.087,0.033,0.02,0.023,-3e-4,-2e-4,-0.01,-0.0156,-0.0054,-0.0024
284611,OKLO RESOURCES LTD,0.105,0.27,0.115,NA,NA,NA,-0.0028,-0.0039,-0.0134,NA,NA,NA
205371,OLDFIELDS HOLDINGS LTD,0.035,0.08,0.066,0.06,0.05,0.064,-0.0059,-0.0125,-0.017,-0.0256,-0.0081,-0.0441
324726,OLIVER'S REAL FOOD,0.044,0.041,0.059,0.059,0.025,0.01,-0.0659,-0.0647,-0.0154,-0.0324,0.015,-0.0052
339524,OLIVEX HOLDINGS LTD,NA,NA,1,1.1,NA,NA,NA,NA,-0.2019,-0.1417,NA,NA
325285,OLYMPIO METALS LIMITED,0.031,0.031,0.115,NA,NA,NA,-0.0433,0.0024,-0.2028,NA,NA,NA
253403,OM HOLDINGS LTD,0.29,0.67,0.905,0.72,0.435,NA,0.0769,0.0073,0.1112,0.0921,0.0246,NA
354296,OMEGA OIL & GAS LIMITED,NA,NA,NA,NA,0.155,0.335,NA,NA,NA,NA,-0.046,-0.0091
352268,OMNIA METALS GROUP LTD,NA,NA,NA,0.15,0.086,0.078,NA,NA,NA,-0.0386,-0.0264,-0.0353
273819,ONCOSIL MEDICAL LTD,0.065,0.13,0.048,0.046,0.01,0.014,-0.0136,-0.0065,-0.0128,-0.0132,-0.01,-0.0054
324133,ONE CLICK GROUP LTD,0.001,0.002,0.002,NA,NA,NA,-0.0075,-0.0011,-2e-4,NA,NA,NA
320822,ONEALL INTERNATIONAL LTD,0.85,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA
318108,ONEVUE HOLDINGS LTD,0.41,0.365,NA,NA,NA,NA,-0.0304,-0.1068,NA,NA,NA,NA
318874,OOH MEDIA LTD,0.64,1.74,1.615,1.625,1.78,NA,0.0562,-0.0704,-0.0172,0.0529,0.063,NA
335713,OPEN LEARNING LTD,0.225,0.165,0.066,0.015,0.017,NA,-0.0553,-0.039,-0.0402,-0.0255,-0.0165,NA
348696,OPENN NEGOTIATION LIMITED,NA,NA,0.155,0.13,0.008,NA,NA,NA,NA,-0.0421,-0.053,NA
336550,OPENPAY GROUP LTD,NA,2.79,1.33,0.18,NA,NA,NA,-0.5149,-0.5606,-0.6169,NA,NA
211559,OPTHEA LTD,3.35,2.84,1.33,1.17,0.33,0.775,-0.0898,-0.0634,-0.1415,-0.264,-0.322,-0.3451
333063,OPTICOMM LTD,3.3,5.94,NA,NA,NA,NA,NA,0.2085,NA,NA,NA,NA
242326,OPTISCAN IMAGING LTD,0.046,0.097,0.225,0.11,0.073,0.195,-0.0054,-0.0037,-0.0037,-0.0068,-0.007,-0.0074
253347,OPYL LTD,0.0015,0.18,0.16,0.047,0.047,0.017,-0.0018,-0.0679,-0.0283,-0.0384,-0.0216,-0.0183
254906,ORA BANDA MINING LTD,0.18,0.37,0.095,0.06,0.11,0.625,0.1071,-0.0119,-0.0273,-0.0803,-0.0323,0.0162
351035,ORANGE MINERALS NL,NA,NA,NA,0.07,0.04,0.03,NA,NA,NA,-0.0302,-0.0146,-0.0133
019731,ORBITAL CORP LTD,0.32,1.21,0.65,0.215,0.16,0.079,-0.0763,0.024,-0.1474,-0.1292,2e-4,5e-4
200972,ORCODA LTD,0.29,0.092,0.155,0.064,0.3,0.195,-0.0042,-0.0616,0.0035,0.0012,0.0024,0.0054
362103,ORDELL MINERALS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0132,NA
314709,ORECORP LTD,0.405,0.415,0.655,0.365,0.49,NA,-0.0299,-0.0189,-0.0289,-0.055,-0.0485,NA
351694,OREXPLORE TECHNOLOGIES LTD,NA,NA,0.12,0.07,0.027,NA,NA,NA,NA,-0.1012,-0.0653,NA
272299,ORH LTD,NA,NA,NA,NA,NA,NA,0.001,0.001,NA,NA,NA,NA
100442,ORICA LTD,21.98,15.15,13.69,15.06,15.94,NA,0.6451,0.4254,-0.4632,0.3488,0.6511,1.1072
017525,ORIGIN ENERGY LTD,7.97,4.3,4.73,5.17,8.78,10.01,0.6885,0.0472,-1.302,-0.8149,0.6132,0.8112
282380,ORION METALS LTD,0.02,0.048,0.03,0.03,0.03,NA,-0.0011,-4e-4,-5e-4,-0.0011,-2e-4,NA
259006,ORION MINERALS LTD,0.03,0.033,0.026,0.015,0.019,0.017,-0.0053,-0.0066,-5e-4,-0.0033,-0.0031,-9e-4
316825,ORORA LTD,2.89,2.4,3.11,3,2.75,2.73,0.1338,0.0286,0.1397,0.2166,0.2192,0.1483
206146,ORPHEUS URANIUM LTD,0.005,0.008,0.007,0.0015,0.075,0.051,-0.0013,-0.0011,-0.0022,-0.0027,-4e-4,-0.0152
318196,ORTHOCELL LTD,0.4,0.4,0.51,0.415,0.375,0.425,-0.0494,-0.036,-0.0484,-0.0468,-0.0317,-0.0355
352530,OSMOND RESOURCES LIMITED,NA,NA,NA,0.185,0.115,0.28,NA,NA,NA,-0.0174,-0.0167,-0.0225
333823,OSTEOPORE LTD,0.38,0.465,0.175,0.086,0.3,NA,-0.0826,-0.0182,-0.0309,-0.0339,-0.034,NA
319486,OTHERLEVELS HOLDINGS LTD,0.007,NA,NA,NA,NA,NA,-0.0128,NA,NA,NA,NA,NA
271608,OTTO ENERGY LTD,0.048,0.009,0.011,0.012,0.02,0.013,-0.0095,-5e-4,-0.001,0.0032,-0.0015,-3e-4
246560,OVANTI LIMITED,0.008,0.099,0.275,0.062,0.041,0.004,-0.0256,-0.0137,-0.0114,-0.0182,-0.0645,-0.0064
104960,OVATO LTD,0.055,0.01,0.002,NA,NA,NA,-0.1599,-0.1486,-0.0115,NA,NA,NA
321986,OVENTUS MEDICAL LTD,0.715,0.2275,0.13,NA,NA,NA,-0.0741,-0.0775,-0.0607,NA,NA,NA
320824,OVER THE WIRE HOLDINGS LTD,4.9,4.26,4.73,NA,NA,NA,0.2066,0.0975,0.0604,NA,NA,NA
214050,OZ MINERALS LIMITED,7.35,22.84,26.67,28.11,NA,NA,0.5068,0.6522,1.596,0.6202,NA,NA
346021,OZAURUM RESOURCES LIMITED,NA,NA,0.14,0.079,0.1,0.038,NA,NA,-0.0518,-0.0427,-0.023,-0.0168
348903,OZZ RESOURCES LIMITED,NA,NA,0.175,0.085,0.073,0.055,NA,NA,NA,-0.0932,-0.0165,-0.0081
326083,P2P TRANSPORT LTD,0.15,NA,NA,NA,NA,NA,-0.2619,NA,NA,NA,NA,NA
349269,PACGOLD LIMITED,NA,NA,0.23,0.47,0.19,0.094,NA,NA,NA,-0.0213,-0.0197,-0.0123
253443,PACIFIC ENERGY LTD,1.08,NA,NA,NA,NA,NA,0.0572,NA,NA,NA,NA,NA
254904,PACIFIC NICKEL MINES LTD,0.001,0.042,0.078,0.087,0.092,0.024,-0.0047,-0.2319,-0.0165,-0.0031,-0.0024,-0.0345
318702,PACIFIC SMILES GROUP LTD,1.57,1.755,2.69,1.49,1.405,1.805,0.0564,0.0419,0.0833,-0.0284,0.0152,0.0504
316907,PACT GROUP HLDGS LTD,2.2,2.28,3.81,1.35,0.695,0.805,-0.8527,0.2583,0.2545,0.0354,-0.0192,0.0108
247885,PALADIN ENERGY LTD,0.11,0.125,0.69,0.755,1.1,11.55,-0.021,-0.017,-0.02,-0.0097,-0.0035,0.1792
320241,PALLA PHARMA LTD,0.55,0.495,NA,NA,NA,NA,-0.0866,-0.276,NA,NA,NA,NA
253486,PANCONTINENTAL ENERGY NL,0.002,0.001,0.001,0.004,0.018,0.015,-0.0013,-8e-4,-1e-4,-1e-4,-2e-4,-3e-4
253611,PANORAMIC RESOURCES LTD,0.3,0.097,0.215,0.19,0.037,NA,NA,NA,NA,NA,NA,NA
349527,PANTERA MINERALS LIMITED,NA,NA,0.315,0.1,0.057,0.028,NA,NA,NA,-0.0301,-0.0243,-0.0438
351212,PANTHER METALS LTD,NA,NA,0.24,0.12,0.029,NA,NA,NA,-0.0115,-0.0191,-0.0153,NA
260563,PANTORO LTD,0.205,0.21,0.205,0.165,0.037,0.115,0.001,-0.0249,0.0087,-0.0074,-0.0367,-0.0094
272799,PAPYRUS AUSTRALIA LTD,0.006,0.016,0.051,0.038,0.025,0.007,-5e-4,-5e-4,-2e-4,-0.0027,-0.0032,-0.0013
350869,PARABELLUM RESOURCES LIMITED,NA,NA,NA,0.265,0.345,0.053,NA,NA,NA,-0.0261,-0.0541,-0.0722
320257,PARADIGM BIOPHARMACEUTICAL,2.88,2.65,2.2,1.26,0.615,0.195,-0.1093,-0.0612,-0.1674,-0.1687,-0.1842,-0.2
253511,PARAGON CARE LTD,0.4,0.16,0.305,0.33,0.17,NA,0.0274,-0.2119,0.0245,0.0146,0.0196,NA
327365,PARAZERO LTD,0.036,NA,NA,NA,NA,NA,-0.0181,NA,NA,NA,NA,NA
