"gvkey","conm","price_2023","price_2024","eps_2023","eps_2024"
"320604","INTEGRAL DIAGNOSTICS LTD",2.87,2.97,0.1076,-0.26
"314996","INTEGRATED MEDIA TECHNOLOGY",2.31,NA,-7.5243,NA
"242375","INTEGRATED RESEARCH LTD",0.33,0.625,-0.169,0.1557
"338523","INTELICARE HOLDINGS LTD",0.015,0.014,-0.018,-0.01
"253356","INTELLIGENT MONITORING GROUP",0.205,0.72,-0.0902,-0.0065
"352562","INTERNATIONAL GRAPHITE LTD",0.185,0.072,-0.0153,-0.0236
"285244","INTRA ENERGY CORP LTD",0.005,0.001,-0.0018,-0.0016
"253518","INVENTIS LTD",0.029,0.027,-0.0295,-0.0454
"284182","INVESTIGATOR RESOURCES LTD",0.039,0.037,-0.0019,-0.0013
"278576","INVESTOR CENTRE LIMITED",0.042,0.006,-0.0075,-0.0064
"332767","INVEX THERAPEUTICS",0.205,0.075,-0.1031,-0.0218
"311522","INVICTUS ENERGY LTD",0.15,0.077,-0.0053,-0.0038
"293990","INVION LTD",0.005,0.003,-3e-04,-9e-04
"259101","IODM LTD",0.26,0.165,-0.0041,-0.0052
"272802","IONDRIVE LIMITED",0.012,0.014,-0.0308,-0.0124
"290341","IONEER LTD",0.225,0.23,-0.003,-0.0036
"253425","IONIC RARE EARTHS LTD",0.023,0.008,-0.0022,-0.005
"315236","IPB PETROLEUM LTD",0.012,0.005,-0.0016,-0.0043
"351335","IPD GROUP LIMITED",4.95,5.08,0.1862,0.2329
"325763","IPERIONX LIMITED",1.5,3.18,-0.1038,-0.1003
"318667","IPH LTD",7.4,6.08,0.2862,0.2508
"039960","IRIS ENERGY LIMITED",3.71,8.44,-3.14,-0.29
"350255","IRIS METALS LTD",0.345,NA,-0.1334,NA
"289501","IRON ROAD LTD",0.081,0.07,-6e-04,-0.0018
"278671","IRONBARK ZINC LTD",0.007,0.002,-0.0419,-0.001
"346966","ISLAND PHARMACEUTICALS LTD",0.085,0.08,-0.0348,-0.0317
"350490","ITECH MINERALS LTD",0.1325,0.075,-0.0082,-0.0099
"321002","IVE GROUP LTD",1.935,2.04,0.1143,0.1796
"325838","IXUP LIMITED",0.052,0.015,-0.0266,-0.0087
"350509","JADE GAS HOLDINGS LIMITED",0.061,NA,-0.0029,NA
"291383","JAMESON RESOURCES LTD",0.051,0.057,-0.0048,-0.003
"259518","JANUS HENDERSON GROUP PLC",32.86,NA,2.37,NA
"288074","JATCORP LTD",0.3,0.79,-9e-04,0.0276
"313838","JAVELIN MINERALS LIMITED",0.001,0.003,-1e-04,-0.0025
"321005","JAYEX TECHNOLOGY LTD",0.005,NA,-0.0145,NA
"326331","JAYRIDE GROUP LTD",0.087,0.01,-0.0426,-0.0367
"258858","JB HI-FI",45.42,79.94,4.7996,4.0146
"253455","JCURVE SOLUTIONS LTD",0.042,0.031,-0.001,-0.0058
"253622","JERVOIS GLOBAL LTD",0.025,NA,-0.1065,NA
"253621","JINDALEE LITHIUM LIMITED",1.75,0.25,-0.0581,-0.0788
"325598","JOHNS LYNG GROUP",6.53,3.73,0.1794,0.1734
"221613","JOYCE CORP LTD",3.01,4.01,0.28,0.3112
"209518","JUMBO INTERACTIVE LTD",15.5,13.72,0.5017,0.6886
"346501","JUNO MINERALS LIMITED",0.075,0.031,-0.0718,-0.004
"259077","JUPITER ENERGY LTD",0.018,0.027,0.0617,0.0015
"208239","K&S CORP LTD",2.46,3.52,0.2118,0.2282
"334059","K-TIG LTD",0.3625,0.3625,-0.0801,-0.0157
"271320","K2 ENERGY LTD",0.01,NA,-0.0013,NA
"209626","KAIROS MINERALS LTD",0.022,0.013,-8e-04,-5e-04
"337332","KAISER REEF LTD",0.18,0.16,0.0082,-0.0324
"324105","KALAMAZOO RESOURCE",0.1,0.078,-0.0223,-0.0215
"350725","KALGOORLIE GOLD MINING LTD",0.029,0.023,-0.0111,-0.0482
"253620","KALINA POWER LTD",0.008,0.016,-0.0031,-0.0021
"323185","KALIUM LAKES LTD",NA,7.2674,NA,-0.0388
"271311","KAROON ENERGY LTD",2.64,NA,0.2899,NA
"324817","KELLY PARTNERS GRO",4.21,7.65,0.0873,0.0737
"316292","KELSIAN GROUP LIMITED",5.73,4.13,0.0907,0.2147
"336868","KEMAO INDUSTRIES LTD",0.57,NA,-0.019,NA
"284465","KEY PETROLEUM LTD",0.0015,0.001,2e-04,-5e-04
"272603","KGL RESOURCES LTD",0.125,0.097,-0.0052,-0.0047
"275290","KILAND LTD",1.915,NA,-0.1287,NA
"351461","KILLI RESOURCES LIMITED",0.055,0.175,-0.0754,-0.0169
"320332","KINATICO LIMITED",0.097,0.11,6e-04,0.0019
"298404","KINETIKO ENERGY LTD",0.11,0.095,-0.0058,-0.0043
"286231","KING RIVER RESOURCES LTD",0.0095,0.009,0.0024,0.0013
"345409","KINGFISHER MINING LTD",0.185,0.086,-0.0433,-0.0347
"202929","KINGSGATE CONSOLIDATED LTD",1.21,1.39,0.0206,0.775
"353300","KINGSLAND MINERALS LTD",0.235,0.22,-0.0535,-0.0574
"287624","KINGSROSE MINING LIMITED",0.048,0.037,-0.003,-0.0039
"204081","KINGSTON RESOURCES LTD",0.08,0.086,0.0237,-0.0014
"258440","KIP MCGRATH EDUCATION CENTRE",0.615,0.43,0.034,0.0232
"293245","KMD BRANDS LIMITED",0.83,0.44,0.0494,-0.0699
"253362","KNEOMEDIA LTD",0.003,0.002,-0.0016,-0.0011
"320334","KNOSYS LTD",0.041,0.049,-0.0102,9e-04
"321860","KOGAN.COM LTD",5.26,5.14,-0.2402,8e-04
"350174","KOONENBERRY GOLD LTD",0.045,0.011,-0.013,-0.0086
"273957","KORAB RESOURCES LTD",0.018,0.008,-0.0037,-0.0025
"203485","KORVEST LTD",8.45,10.37,0.9667,0.9468
"315812","KRAKATOA RESOURCES LTD",0.022,0.012,-0.01,-0.0071
"295876","KULA GOLD LTD",0.0075,NA,-0.0069,NA
"349824","KUNIKO LTD",0.26,NA,-0.0682,NA
"005302","LABYRINTH RESOURCES LIMITED",0.006,0.017,-0.0068,-0.0028
"201616","LACHLAN STAR LTD",0.009,0.115,-3e-04,-0.0097
"253610","LAKE RESOURCES NL",0.18,0.041,-0.0326,-0.0352
"203545","LAKES BLUE ENERGY NL",0.001,1,-1e-04,-0.0071
"256407","LANTHANEIN RESOURCES LIMITED",0.008,0.004,-8e-04,5e-04
"259069","LARK DISTILLING CO LTD",1.47,1,-0.0651,-0.0605
"350989","LARVOTTO RESOURCES LTD",0.069,NA,-0.0754,NA
"287890","LASERBOND LIMITED",0.845,0.64,0.0434,0.0314
"295427","LATIN RESOURCES LTD",0.185,NA,-0.0078,NA
"287617","LATITUDE 66 LTD",0.0025,NA,-2e-04,NA
"253607","LATROBE MAGNESIUM LTD",0.044,0.032,-0.0015,-0.0026
"333391","LCL RESOURCES LTD",0.011,NA,-0.0398,NA
"356031","LEEUWIN METALS LTD",0.25,0.084,-0.0249,-0.0965
"289368","LEGACY IRON ORE",0.012,NA,-0.0015,NA
"349740","LEGACY MINERALS HOLDINGS LTD",0.175,0.225,-0.0119,-0.0051
"253605","LEGEND MINING NL",0.013,NA,-0.0017,NA
"353144","LEO LITHIUM LIMITED",0.505,NA,-0.0014,NA
"248123","LEPIDICO LTD",0.0105,0.003,-6e-04,-8e-04
"354283","LGI LIMITED",2.12,2.79,0.0766,0.0755
"349868","LI-S ENERGY LTD",0.21,0.115,-0.0052,-0.0073
"010991","LIGHT & WONDER INC",102.09,NA,1.79,NA
"354813","LIGHTNING MINERALS LTD",0.12,0.072,-0.0646,-0.0626
"282971","LINCOLN MINERALS LTD",0.006,0.006,-0.0036,-0.0015
"247737","LINDIAN RESOURCES LTD",0.215,0.105,-0.0083,-0.0042
"249501","LINDSAY AUSTRALIA LTD",1.115,0.91,0.114,0.0875
"298427","LINIUS TECHNOLOGIES LTD",0.0025,0.0015,-0.0019,-0.001
"253617","LION ENERGY LTD",0.03,NA,-0.0033,NA
"282142","LIONTOWN RESOURCES LTD",2.94,0.805,-0.0101,-0.0276
"347663","LITHIUM ENERGY LIMITED",0.6,0.325,-0.1267,-0.0478
"352750","LITHIUM PLUS MINERALS LTD",0.47,0.115,-0.0188,-0.0167
"321869","LITHIUM POWER INTERNATIONAL",0.36,NA,0.0032,NA
"311483","LITHIUM UNIVERSE LIMITED",0.02,NA,-0.016,NA
"337102","LITTLE GREEN PHARMA LTD",0.095,NA,-0.0272,NA
"345545","LIVE VERDURE LTD",0.34,0.57,-0.0387,-0.1149
"321793","LIVEHIRE LTD",0.069,0.045,-0.0452,-0.0251
"242607","LIVETILES LTD",0.01,NA,-0.0369,NA
"290357","LIVIUM LTD",0.034,0.021,-0.0061,-0.0088
"040702","LOCAFY LTD",7.15,NA,-2.46,NA
"313560","LOCALITY PLANNING ENERGY HOL",0.045,0.13,-0.0683,0.0112
"348776","LOCKSLEY RESOURCES LIMITED",0.04,0.025,-0.0249,-0.0154
"347634","LODE RESOURCES LTD",0.115,0.1,-0.0116,-0.0109
"288225","LODESTAR MINERALS LTD",0.006,0.001,-2e-04,-0.0023
"277182","LORD RESOURCES LIMITED",0.07,0.032,-0.0619,-0.0472
"353070","LOTTERY CORPORATION LTD",4.72,5.12,0.119,0.1861
"291421","LOTUS RESOURCES LTD",0.275,0.265,-0.0076,-0.0154
"322708","LOVE GROUP GLOBAL LTD",0.1,0.135,0.005,0.0151
"318878","LOVISA HOLDINGS LTD",19.34,36,0.6325,0.7538
"347756","LOYAL LITHIUM LIMITED",0.315,NA,-0.0525,NA
"282050","LUCAPA DIAMOND CO LTD",0.115,NA,-0.0063,NA
"349066","LUMOS DIAGNOSTICS HOLDINGS",0.095,0.037,-0.0382,-0.0185
"348567","LUNNON METALS LIMITED",0.8,0.165,-0.0957,-0.1141
"350724","LYCAON RESOURCES LTD",0.275,0.295,-0.0434,-0.0174
"272521","LYCOPODIUM LTD",9.21,12.3,1.1772,1.2761
"350562","LYKOS METALS LTD",0.055,0.024,-0.0412,-0.0165
"212658","LYNAS RARE EARTHS LIMITED",6.79,8.02,0.3405,0.0905
"347108","LYNCH GROUP HOLDINGS LTD",2,1.68,0.0814,-0.2134
"349209","M3 MINING LTD",0.0765,0.039,-0.049,-0.0413
"336522","M8 SUSTAINABLE LTD",0.009,0.009,-0.0115,0.0171
"345403","MAAS GROUP HOLDINGS LIMITED",3.32,4.78,0.2066,0.2228
"274627","MACH7 TECHNOLOGIES LTD",0.795,0.555,-0.0044,-0.0331
"101597","MACMAHON HOLDINGS LTD",0.17,0.325,0.0275,0.0253
"232122","MACQUARIE TECHNOLOGY GROUP",63.4,83.17,0.8175,1.3467
"248134","MACRO METALS LIMITED",0.004,0.023,-0.0014,-0.0054
"346854","MAD PAWS HOLDINGS LIMITED",0.09,0.07,-0.0226,-0.0193
"333913","MADER GROUP LTD",6.38,4.96,0.1925,0.2521
"271310","MAGGIE BEER HOLDINGS LTD",0.11,0.064,0.0022,-0.0801
"324504","MAGMATIC RESOURCES LTD",0.07,0.063,-0.0273,-0.0086
"284209","MAGNETIC RESOURCES",0.8,1.325,-0.0311,-0.0528
"276547","MAGNETITE MINES LTD",0.295,0.19,-0.0703,-0.054
"274453","MAGNIS ENERGY TECH LTD",0.074,NA,-0.0512,NA
"253572","MAGNUM MINING & EXPLOR LTD",0.018,NA,-0.0044,NA
"207018","MAGONTEC LTD",0.34,NA,0.006,NA
"326731","MAKO GOLD LTD",0.015,0.009,-0.0035,-0.0017
"346177","MAMBA EXPLORATION LIMITED",0.047,0.012,-0.0503,-0.0115
"253449","MANDRAKE RESOURCES LTD",0.04,0.028,-6e-04,-3e-04
"290317","MANHATTAN CORP LTD",0.007,0.0015,-4e-04,-6e-04
"253564","MANTLE MINERALS LIMITED",0.002,0.0015,-5e-04,-4e-04
"324495","MANUKA RESOURCES LTD",0.046,0.034,-0.0615,-0.0269
"352351","MANY PEAKS MINERALS LIMITED",0.28,0.215,-0.0361,-0.0956
"287411","MARMOTA LTD",0.035,0.0365,-3e-04,-4e-04
"352595","MARONAN METALS LIMITED",0.205,0.22,-0.0616,-0.0303
"324115","MARQUEE RESOURCES LTD",0.029,0.015,-0.0055,-0.018
"321826","MARVEL GOLD LIMITED",0.009,NA,-0.0082,NA
"293250","MATRIX COMPOSITES",0.27,0.35,0.052,0.0166
"272791","MATSA RESOURCES LTD",0.027,0.033,3e-04,-0.0097
"274441","MAXIMUS RESOURCES LTD",0.029,0.045,-0.0033,-0.0032
"247733","MAXIPARTS LIMITED",2.81,1.84,0.1545,0.1072
"322903","MAYFIELD CHILDCARE LTD",0.81,NA,-0.022,NA
"345557","MAYFIELD GROUP HOLDINGS",0.455,0.78,0.064,0.0563
"285235","MAYNE PHARMA GROUP LTD",3.25,4.59,-3.8618,-2.1178
"253638","MC MINING LTD",0.15,0.145,-0.0146,-0.0353
"271411","MCMILLAN SHAKESPEARE LTD",16.11,15.33,0.8939,1.2931
"100800","MCPHERSONS LTD",0.43,0.405,-0.0352,-0.0791
"313556","MCS SERVICES LTD",0.02,0.004,-0.0096,0.0036
"298143","MEDADVISOR LTD",0.23,0.425,-0.0207,0.0014
"345544","MEDALLION METALS LIMITED",0.07,0.053,-0.0227,-0.0098
"259480","MEDICAL DEV INTL",0.85,0.44,-0.0666,-0.475
"320101","MEDLAB CLINICAL LTD",6.6,6.6,-2.9676,-0.933
"251618","MEEKA METALS LIMITED",0.046,0.061,-0.001,-0.0025
"340402","MEGADO MINERALS LIMITED",0.012,NA,-0.0063,NA
"320968","MEGAPORT LTD",11.77,7.32,-0.0618,0.0604
"253552","MELBANA ENERGY LTD",0.068,0.039,-3e-04,0.001
"327996","MELODIOL GLOBAL HEALTH LTD",0.005,NA,-0.0127,NA
"284658","MEMPHASYS LTD",0.013,0.009,-0.0035,-0.0032
"271607","MESOBLAST LTD",0.39,1.17,-0.1108,-0.0891
"336514","METAL HAWK LTD",0.095,0.17,-0.0271,-0.0473
"297191","METALBANK LTD",0.039,0.019,-0.0261,-0.0063
"271316","METALLICA MINERALS LTD",0.024,NA,-0.0027,NA
"248128","METALS AUSTRALIA LTD",0.034,0.024,-0.0013,-8e-04
"270947","METALS X LTD",0.355,NA,0.0161,NA
"353308","METALSGROVE MINING LIMITED",0.12,0.098,-0.0165,-0.0581
"323625","METALSTECH LTD",0.215,0.17,-0.0374,-0.012
"294572","METAROCK GROUP LTD",0.11,0.19,-0.4929,0.0695
"223097","METCASH LTD",3.66,NA,0.2579,NA
"271279","METEORIC RESOURCES NL",0.225,0.11,-0.0238,-0.023
"271530","METGASCO LTD",0.012,0.004,-0.0016,-0.0121
"293464","METRO MINING LTD",0.038,NA,-0.0031,NA
"321031","MICRO-X LTD",0.125,0.067,-0.0217,-0.0185
"352453","MICROBA LIFE SCIENCES LTD",0.36,0.185,-0.0403,-0.0486
"328627","MIDAS MINERALS LTD",0.075,NA,-0.069,NA
"296300","MIDDLE ISLAND RESOURCES LTD",0.024,0.016,-0.0433,-0.0089
"322987","MIDWAY LTD",0.75,0.88,-0.0299,0.0098
"335587","MIGHTY CRAFT LTD",0.023,NA,0.029,NA
"347290","MIGHTY KINGDOM LIMITED",0.014,0.053,-0.0327,-0.0081
"320750","MILLENNIUM SERVICES GROUP",0.5,NA,0.0129,NA
"295615","MINBOS RESOURCES LTD",0.092,NA,-0.0096,NA
"271318","MINDAX LTD",0.05,0.045,-0.0028,-0.0011
"221216","MINERAL COMMODITIES LTD",0.022,NA,-0.0135,NA
"205194","MINERAL RESOURCES LTD",67.63,52.04,1.2737,0.6396
"350671","MINERALS 260 LTD",0.46,0.13,-0.0586,-0.0329
"313553","MINREX RESOURCES LTD",0.014,0.008,-0.016,-0.004
"340396","MIRAMAR RESOURCES LIMITED",0.035,0.007,-0.019,-0.0126
"298471","MITCHELL SERVICES LTD",0.35,0.4,0.0343,0.0427
"254905","MITHRIL SILVER AND GOLD LTD",0.002,0.625,-7e-04,-0.0399
"347481","MLG OZ LIMITED",0.56,0.615,0.0056,0.0747
"247757","MMA OFFSHORE LTD",1.39,NA,0.348,NA
"242978","MOAB MINERALS LTD",0.01,0.004,-0.0027,-0.0018
"324138","MOBILICOM LTD",1.19,NA,-0.0052,NA
"328453","MOHO RESOURCES NL",0.009,0.007,-0.0082,-0.0134
"242795","MONADELPHOUS GROUP LTD",14.13,12.91,0.5585,0.6408
"317886","MONASH IVF GROUP LTD",1.26,1.225,0.0561,-0.0168
"331537","MONT ROYAL RESOURCES LTD",0.18,0.053,-0.012,-0.0314
"253641","MORELLA CORPORATION LIMITED",0.006,0.029,-5e-04,-5e-04
"253381","MOSAIC BRANDS LTD",0.125,NA,0.0018,NA
"317432","MOSMAN OIL & GAS LTD",2e-04,3e-04,-4e-04,-2e-04
"297802","MOTIO LTD",0.026,0.026,-0.0069,-0.0078
"321581","MOTORCYCLE HOLDINGS LTD",2.1,1.675,0.331,0.1915
"205282","MOUNT BURGESS MINING NL",0.003,0.002,-6e-04,-5e-04
"247496","MOUNT GIBSON IRON LTD",0.44,0.335,0.0043,0.0053
"271293","MOUNT RIDLEY MINES LTD",0.0015,0.001,-7e-04,-3e-04
"237805","MPOWER GROUP LTD",0.019,0.009,0.0069,-0.0022
"298051","MRG METALS LTD",0.002,0.0035,-4e-04,-4e-04
"350036","MT MALCOLM MINES NL",0.027,0.037,-0.0156,-0.0091
"348993","MTM CRITICAL METALS LIMITED",0.037,0.067,-0.0268,-0.026
"211370","MULTISTACK INTL",0.005,NA,-0.0065,NA
"297347","MUSGRAVE MINERALS LTD",0.39,NA,-0.0042,NA
"351669","MY FOODIE BOX LIMITED",0.004,NA,-0.0616,NA
"289148","MY REWARDS INTERNATIONAL LTD",0.009,NA,-0.0225,NA
"248802","MYECO GROUP LTD",0.05,0.018,-0.0122,-0.0158
"293130","MYER HOLDINGS LTD",0.5,0.905,0.0737,0.0525
"278196","NAGAMBIE RESOURCES LTD",0.021,0.015,-0.0062,-0.004
"245323","NAMOI COTTON LTD",0.69,NA,0.0337,NA
"325685","NANOLLOSE LTD",0.05,0.019,-0.009,-0.0072
"284619","NANOSONICS LTD",4.22,3.69,0.066,0.0429
"328311","NANOVEU LTD",0.023,NA,-0.0058,NA
"352672","NARRYER METALS LIMITED",0.12,0.022,-0.0623,-0.0553
"014802","NATIONAL AUSTRALIA BK",30.7,NA,0.77,NA
"340324","NATIVE MINERAL RESOURCES HOL",0.04,0.02,-0.0329,-0.0189
"298148","NAVARRE MINERALS LTD",0.019,0.019,-0.0046,0.0018
"291380","NELSON RESOURCES LTD",0.006,0.003,-0.0026,-0.0104
"253575","NEOMETALS LTD",0.37,0.125,-0.063,-0.0643
"296489","NETLINKZ LTD",0.008,0.003,-0.0034,-0.0039
"271829","NEUREN PHARMACEUTICALS LTD",21.22,NA,1.2362,NA
"272604","NEURIZER LTD",0.037,0.004,-0.0158,-0.0039
"253357","NEURIZON THERAPEUTICS LTD",0.077,0.195,-0.0194,-0.024
"327313","NEUROSCIENTIFIC BI",0.07,0.035,-0.0075,0.0022
"322803","NEUROTECH INTERNATIONAL LTD",0.067,0.06,-0.0098,-0.0056
"281423","NEW AGE EXPLORATION LTD",0.006,0.006,-8e-04,-0.002
"258444","NEW HOPE CORP LTD",5.77,4.87,1.2597,0.5631
"253410","NEW MURCHISON GOLD LIMITED",0.007,NA,-8e-04,NA
"274058","NEW WORLD RESOURCES LTD",0.03,0.021,-0.0013,-0.0012
"333157","NEW ZEALAND COASTAL SEAFOODS",0.002,NA,-0.002,NA
"103084","NEWCREST MINING LTD",24.52,NA,0.8705,NA
"314039","NEWFIELD RESOURCES LTD",0.15,0.089,-0.0135,-0.1555
"297237","NEWPEAK METALS LTD",0.001,0.013,6e-04,-0.1244
"018043","NEWS CORP",20.06,26.63,0.26,0.47
"287633","NEX METALS EXPLORATION LTD",0.014,0.043,-0.0034,-0.0016
"346246","NEXION GROUP LTD",0.015,0.02,-0.0237,-0.0095
"331528","NEXT SCIENCE LTD",0.325,NA,-0.0695,NA
"296254","NEXTDC LTD",12.39,17.5,-0.0555,-0.0833
"292550","NEXTED GROUP LTD",0.925,0.11,0.0165,-0.1411
"282852","NEXUS MINERALS LTD",0.05,0.046,-0.028,-0.0085
"288304","NGE CAPITAL LTD",0.99,NA,0.2475,NA
"356294","NGX LIMITED",0.195,0.16,-0.2501,-0.0263
"270845","NICK SCALI LTD",11.08,16.6,1.2479,0.9873
"327791","NICKEL INDUSTRIES LIMITED",0.81,NA,0.0357,NA
"350628","NICKELSEARCH LIMITED",0.057,0.015,-0.0199,-0.0843
"351359","NICO RESOURCES LIMITED",0.405,0.1,-0.0419,-0.0351
"358607","NIDO EDUCATION LIMITED",0.93,NA,-0.1584,NA
"350954","NIMY RESOURCES LTD",0.185,0.062,-0.0516,-0.0176
"314884","NINE ENTERTAINMENT CO HLDGS",2.05,1.255,0.1088,0.0687
"352563","NOBLE HELIUM LIMITED",0.21,0.05,-0.0115,-0.0127
"352352","NORFOLK METALS LIMITED",0.18,0.105,-0.0234,-0.0177
"325657","NORONEX LTD",0.014,0.016,-0.0149,-0.0065
"339805","NORTH STAWELL MINERALS LTD",0.034,0.018,-0.0155,-0.0145
"281532","NORTHERN MINERALS LTD",0.029,0.02,-0.0045,-0.0055
"329027","NORWEST MINERALS LTD",0.03,0.022,-0.0058,-0.0033
"211365","NORWOOD SYSTEMS LTD",0.037,0.036,-0.0053,-0.0058
"249513","NOUMI LIMITED",0.145,0.125,-0.1693,-0.3548
"252260","NOVA EYE MEDICAL LTD",0.195,0.1825,-0.0981,-0.0431
"207014","NOVA MINERALS LTD",0.245,0.135,-0.0577,-0.077
"323979","NOVATTI GROUP LTD",0.095,0.078,-0.078,-0.0495
"329871","NOVIQTECH LIMITED",0.006,NA,-0.0025,NA
"320806","NOVONIX LTD",0.86,NA,-0.0949,NA
"324094","NOXOPHARM LTD",0.039,0.105,-0.0515,-0.0122
"286001","NRW HOLDINGS LTD",2.71,3.58,0.1901,0.2315
"247612","NT MINERALS LTD",0.009,0.004,-0.0026,-0.0019
"326181","NTAW HOLDINGS LIMITED",0.8,0.385,0.0251,0.0117
"259625","NTHN STAR RES LTD",10.46,15.97,0.5078,0.5561
"335567","NUCHEV LIMITED",0.2,0.145,-0.1702,-0.0855
"253442","NUCOAL RESOURCES LTD",0.005,0.005,-6e-04,-4e-04
"253371","NUENERGY GAS LTD",0.031,0.021,-7e-04,-5e-04
"101613","NUFARM LTD",5.22,NA,0.2626,NA
"294132","NUHEARA LTD",0.155,NA,-0.0839,NA
"345686","NUIX LIMITED",1.425,6.56,-0.0176,0.0155
"321870","NZME LTD",0.88,NA,0.0695,NA
"293788","OAKAJEE CORP LTD",0.026,0.01,-0.0054,-0.0074
"334096","OAR RESOURCES LTD",0.004,0.002,-3e-04,-0.0023
"243008","OBJECTIVE CORP LTD",10.7,14.61,0.222,0.3292
"352971","OCEANA LITHIUM LIMITED",0.225,0.031,-0.0218,-0.0351
"353606","OCTAVA MINERALS LIMITED",0.087,0.096,-0.0193,-0.0169
"353221","OD6 METALS LIMITED",0.165,0.044,-0.0132,-0.0041
"248811","ODESSA MINERALS LIMITED",0.0125,0.004,-0.0028,-8e-04
"274625","ODYSSEY GOLD LIMITED",0.02,0.023,-0.0054,-0.0024
"205371","OLDFIELDS HOLDINGS LTD",0.05,0.064,-0.0081,-0.0441
"324726","OLIVER'S REAL FOOD",0.025,0.01,0.015,-0.0052
"253403","OM HOLDINGS LTD",0.435,NA,0.0246,NA
"354296","OMEGA OIL & GAS LIMITED",0.155,0.335,-0.046,-0.0091
"352268","OMNIA METALS GROUP LTD",0.086,0.078,-0.0264,-0.0353
"273819","ONCOSIL MEDICAL LTD",0.01,0.014,-0.01,-0.0054
"318874","OOH MEDIA LTD",1.78,NA,0.063,NA
"335713","OPEN LEARNING LTD",0.017,NA,-0.0165,NA
"348696","OPENN NEGOTIATION LIMITED",0.008,NA,-0.053,NA
"211559","OPTHEA LTD",0.33,0.775,-0.322,-0.3451
"242326","OPTISCAN IMAGING LTD",0.073,0.195,-0.007,-0.0074
"253347","OPYL LTD",0.047,0.017,-0.0216,-0.0183
"254906","ORA BANDA MINING LTD",0.11,0.625,-0.0323,0.0162
"351035","ORANGE MINERALS NL",0.04,0.03,-0.0146,-0.0133
"019731","ORBITAL CORP LTD",0.16,0.079,2e-04,5e-04
"200972","ORCODA LTD",0.3,0.195,0.0024,0.0054
"314709","ORECORP LTD",0.49,NA,-0.0485,NA
"351694","OREXPLORE TECHNOLOGIES LTD",0.027,NA,-0.0653,NA
"100442","ORICA LTD",15.94,NA,0.6511,NA
"017525","ORIGIN ENERGY LTD",8.78,10.01,0.6132,0.8112
"282380","ORION METALS LTD",0.03,NA,-2e-04,NA
"259006","ORION MINERALS LTD",0.019,0.017,-0.0031,-9e-04
"316825","ORORA LTD",2.75,2.73,0.2192,0.1483
"206146","ORPHEUS URANIUM LTD",0.075,0.051,-4e-04,-0.0152
"318196","ORTHOCELL LTD",0.375,0.425,-0.0317,-0.0355
"352530","OSMOND RESOURCES LIMITED",0.115,0.28,-0.0167,-0.0225
"333823","OSTEOPORE LTD",0.3,NA,-0.034,NA
"271608","OTTO ENERGY LTD",0.02,0.013,-0.0015,-3e-04
"246560","OVANTI LIMITED",0.041,0.004,-0.0645,-0.0064
"346021","OZAURUM RESOURCES LIMITED",0.1,0.038,-0.023,-0.0168
"348903","OZZ RESOURCES LIMITED",0.073,0.055,-0.0165,-0.0081
"349269","PACGOLD LIMITED",0.19,0.094,-0.0197,-0.0123
"254904","PACIFIC NICKEL MINES LTD",0.092,0.024,-0.0024,-0.0345
"318702","PACIFIC SMILES GROUP LTD",1.405,1.805,0.0152,0.0504
"316907","PACT GROUP HLDGS LTD",0.695,0.805,-0.0192,0.0108
"247885","PALADIN ENERGY LTD",1.1,11.55,-0.0035,0.1792
"253486","PANCONTINENTAL ENERGY NL",0.018,0.015,-2e-04,-3e-04
"349527","PANTERA MINERALS LIMITED",0.057,0.028,-0.0243,-0.0438
"351212","PANTHER METALS LTD",0.029,NA,-0.0153,NA
"260563","PANTORO LTD",0.037,0.115,-0.0367,-0.0094
"272799","PAPYRUS AUSTRALIA LTD",0.025,0.007,-0.0032,-0.0013
"350869","PARABELLUM RESOURCES LIMITED",0.345,0.053,-0.0541,-0.0722
"320257","PARADIGM BIOPHARMACEUTICAL",0.615,0.195,-0.1842,-0.2
"253511","PARAGON CARE LTD",0.17,NA,0.0196,NA
"326118","PARKD LTD",0.025,0.022,-0.0052,-0.0029
"297816","PARKWAY CORPORATE LTD",0.012,0.011,-8e-04,-3e-04
"355154","PATAGONIA LITHIUM LIMITED",0.13,NA,-0.0207,NA
"279428","PATERSON RESOURCES LTD",0.031,0.019,-0.0158,-0.0039
"354891","PATRIOT LITHIUM LIMITED",0.175,0.035,-0.0788,-0.0737
"316448","PATRONUS RESOURCES LIMITED",0.04,0.056,-0.0084,0.0371
"285352","PATRYS LTD",0.007,0.006,-0.0034,-0.0017
"257660","PEAK MINERALS LTD",0.003,0.002,-0.0016,-9e-04
"281658","PEAK RARE EARTHS LIMITED",0.375,0.19,-0.1378,-0.0652
"293447","PEAKO LTD",0.006,0.004,-0.0026,-0.0018
"349941","PEARL GULL IRON LTD",0.028,0.02,-0.0078,-0.0059
"284661","PEEL MINING LTD",0.12,0.11,-0.0026,-0.0046
"324048","PEGMONT MINES LTD",0.0427,NA,-0.0039,NA
"234276","PENINSULA ENERGY LTD",0.145,0.094,-0.0031,-0.0072
"346178","PENTANET LIMITED",0.061,0.033,-0.0245,-0.0164
"325823","PEOPLEIN LIMITED",1.785,0.85,0.188,0.0452
"289489","PEPPERMINT INNOVATION LTD",0.011,0.006,-0.0012,-0.0019
